date,age,distance,stores,latitude,longitude,price
2015,26,2,5,89,122,13878
2006,37,9,1,90,129,15163
2006,13,0,8,85,125,11953
2015,2,8,0,87,127,13550
2009,21,0,4,86,130,12595
2002,19,7,0,81,124,13634
2013,36,0,6,86,124,13554
2017,5,2,0,84,127,12864
2002,21,1,5,82,129,12407
2014,10,7,4,85,124,13491
2009,8,0,0,90,123,11891
2016,20,2,5,86,123,13616
2010,12,5,7,86,128,14187
2002,9,9,10,88,129,14169
2009,14,7,10,86,130,14603
2013,14,3,8,87,120,13002
2018,22,1,0,81,121,13131
2007,1,5,3,86,124,13608
2004,29,2,0,82,122,13379
2013,4,8,4,81,126,13878
2018,3,0,0,81,121,11861
2013,33,2,3,90,128,13590
2007,18,7,6,88,120,13791
2005,0,2,5,80,126,12788
2002,37,2,9,88,124,14154
2001,12,1,4,87,122,11879
2001,12,3,2,87,122,12439
2002,33,10,8,88,127,15717
2008,12,1,0,81,125,11827
2006,28,5,10,88,123,15101
2000,5,7,9,84,121,13737
2001,36,5,7,86,121,14427
2014,32,10,4,89,123,16107
2015,29,6,8,84,124,15065
2014,2,6,4,80,120,13873
2000,33,9,8,84,123,15446
2015,11,7,10,90,123,14485
2015,20,2,4,87,127,13084
2017,12,4,9,80,125,13436
2010,8,9,7,86,128,13757
2009,20,4,3,87,127,13794
2000,8,8,3,89,123,13277
2008,0,3,3,84,123,12785
2009,30,9,2,83,127,15343
2015,24,10,10,83,124,15795
2010,18,2,0,86,130,12759
2012,17,8,3,86,123,14339
2015,21,3,3,83,128,12780
2017,31,3,6,80,120,13706
2014,32,1,1,88,125,13686
2014,1,7,3,84,130,13713
2004,12,3,4,85,123,12802
2000,38,6,7,84,120,15053
2004,38,7,9,87,121,15659
2016,8,1,4,86,121,12926
2002,12,6,2,88,124,13465
2009,22,4,0,85,120,13337
2008,13,10,1,83,123,14196
2011,18,6,7,82,128,14167
2017,33,5,0,87,125,15183
2000,24,0,10,81,122,12717
2011,10,7,2,82,120,13843
2002,11,10,3,89,125,14223
2017,38,7,7,86,130,15795
2014,25,5,5,89,125,14442
2008,20,9,5,89,120,14169
2018,33,1,8,84,121,14727
2011,38,10,5,86,121,15636
2002,18,9,10,85,122,14772
2016,8,3,1,81,122,12660
2003,38,6,3,89,124,15923
2009,22,5,2,84,126,13674
2001,38,4,10,80,127,14807
2011,19,5,4,84,125,14106
2008,16,8,9,81,130,14204
2009,5,1,2,83,129,12727
2018,4,0,0,90,122,12314
2007,29,2,10,86,120,13525
2017,31,8,6,82,121,14777
2003,30,6,6,90,122,14119
2013,37,9,6,82,127,15901
2000,37,4,2,83,124,15315
2007,1,2,7,81,123,12905
2001,33,7,2,84,130,15136
2011,24,5,10,82,125,14323
2011,27,7,9,83,122,14892
2003,12,4,6,88,125,13508
2008,26,0,9,81,128,13003
2016,0,3,4,90,127,12549
2007,7,4,3,82,129,12933
2016,19,8,4,88,127,15053
2005,24,0,7,86,128,13281
2003,32,9,6,88,125,15813
2016,38,7,7,87,128,16288
2011,28,5,3,83,129,13650
2005,37,4,1,82,125,14031
2007,4,0,6,84,129,12316
2005,18,0,6,90,124,12742
2013,11,9,2,86,124,13610
2014,3,9,7,82,126,14231
2004,2,2,5,81,129,12340
2009,9,1,0,90,125,12768
2012,32,1,6,84,125,13780
2001,33,5,1,86,127,13899
2007,0,8,9,82,120,14108
2008,10,1,0,85,130,12299
2003,13,10,7,85,129,14388
2007,28,6,10,83,121,15029
2014,25,8,9,88,128,14663
2018,31,5,0,83,127,14385
2011,4,7,9,80,127,14030
2016,16,0,9,83,127,12951
2002,5,1,1,83,126,11491
2004,29,0,6,83,130,13577
2014,6,3,4,85,120,12115
2016,36,10,9,83,130,16720
2013,14,0,1,82,125,12172
2008,35,0,4,83,120,14311
2016,3,8,5,87,121,13921
2002,30,3,1,88,120,14350
2011,24,4,5,81,121,13585
2003,0,1,7,87,126,12710
2006,21,8,3,90,130,14844
2011,28,10,3,89,123,15982
2014,35,10,7,90,120,16500
2003,11,7,10,84,120,14504
2016,3,8,7,88,130,13824
2006,19,4,8,89,127,13604
2006,3,1,9,87,127,12641
2001,29,4,1,84,122,13962
2017,7,8,2,87,127,14173
2005,6,2,2,86,130,12834
2013,10,9,5,87,125,14614
2007,17,8,2,83,129,14156
2000,17,2,0,85,125,13379
2014,1,4,4,83,127,12478
2007,8,0,9,84,121,12164
2002,0,9,5,87,128,13414
2008,24,1,2,84,121,13702
2006,5,9,8,90,121,13549
2000,14,0,1,80,130,11747
2016,24,10,6,81,124,15590
2005,21,7,2,85,124,14137
2008,36,4,0,86,126,14309
2014,18,3,8,89,122,13606
2003,32,8,8,82,129,15940
2006,30,1,8,82,125,13806
2006,7,10,6,85,123,14092
2002,18,5,5,88,128,13841
2010,0,3,8,81,128,12302
2011,26,7,6,80,130,15205
2007,19,4,9,90,125,13401
2014,17,4,3,86,125,13008
2010,36,1,10,89,127,14854
2002,23,5,5,82,130,14369
2017,14,9,10,87,123,14789
2006,2,5,5,84,124,13084
2005,37,1,6,84,120,13648
2011,2,1,1,80,127,12586
2000,30,10,2,82,125,15123
2016,7,9,0,83,123,13487
2010,22,4,8,89,130,13818
2004,18,5,0,88,125,13962
2001,34,2,9,89,129,14923
2005,37,10,8,86,128,16584
2015,25,4,1,85,124,13886
2015,28,10,1,87,126,15909
2002,32,2,8,87,122,14157
2013,15,6,3,82,130,14213
2017,3,9,1,89,126,14485
2000,20,4,0,83,126,12692
2007,37,5,5,81,122,14932
2010,27,8,8,87,130,14865
2004,35,3,8,82,130,14773
2001,33,10,10,80,123,15876
2018,22,10,1,88,123,14370
2004,8,0,0,81,124,12456
2002,37,8,0,81,125,15943
2002,6,2,6,82,120,12313
2015,17,0,8,83,123,13051
2017,17,6,2,86,123,13634
2015,23,4,5,86,121,14069
2006,21,5,3,80,129,14023
2006,21,9,10,88,129,14765
2012,37,4,3,83,123,15294
2005,25,6,9,84,121,14131
2005,7,2,9,82,127,12548
2016,10,5,10,89,126,14038
2006,31,7,1,80,120,14367
2017,17,5,6,85,126,13131
2010,18,7,1,80,129,14196
2008,16,10,6,87,129,14514
2005,24,10,1,88,123,14307
2010,29,6,9,90,125,14622
2009,17,10,9,87,122,14681
2016,36,6,0,83,128,14387
2006,29,10,4,83,130,16091
2018,34,8,3,82,122,15138
2000,31,2,2,81,121,14361
2002,2,9,7,84,129,14174
2004,17,7,8,89,127,14875
2014,22,4,6,85,130,13340
2013,27,8,2,87,121,15034
2004,2,7,1,83,123,13414
2010,3,7,8,85,129,14112
2000,22,7,7,83,125,13789
2016,14,10,10,80,129,14875
2003,36,3,3,83,122,14441
2000,29,9,3,86,121,14875
2015,0,6,10,85,122,14048
2014,15,8,8,90,121,14886
2002,3,0,0,85,129,11845
2013,2,3,0,89,127,12999
2000,28,6,8,88,126,14190
2006,23,2,3,82,125,13262
2008,25,8,1,88,121,14194
2018,23,2,10,80,125,13410
2017,28,7,1,82,123,14596
2013,25,10,6,89,129,15962
2003,10,6,10,84,127,13409
2006,4,10,3,80,129,13611
2012,11,9,10,86,127,14400
2008,17,6,7,86,120,13948
2001,0,2,5,84,126,12914
2014,0,8,0,87,129,13264
2016,1,10,4,89,123,13654
2011,28,2,2,80,123,14065
2008,30,4,1,88,129,13503
2011,22,2,9,81,126,13650
2011,22,7,4,87,123,14963
2007,22,8,4,80,125,14504
2005,7,8,10,80,129,14363
2017,24,7,5,81,127,14155
2007,17,10,8,82,130,14641
2005,8,10,0,87,123,14460
2010,36,8,8,82,125,16045
2015,12,5,10,88,121,13325
2014,2,4,3,88,121,13449
2009,31,4,3,86,127,14926
2017,33,5,10,82,124,14644
2006,28,8,0,83,120,14820
2002,15,3,5,88,130,12653
2010,20,2,8,89,129,13784
2008,6,6,7,85,126,13903
2001,23,8,5,88,126,14255
2018,15,2,9,83,120,13277
2010,4,4,1,84,121,13105
2015,21,1,4,86,128,13445
2008,2,8,10,90,124,14643
2015,36,1,0,90,130,13645
2006,37,10,2,82,129,15896
2004,31,6,5,85,123,15016
2018,8,2,2,89,121,12928
2002,36,4,8,80,122,15256
2012,2,0,4,87,122,12295
2008,9,3,8,81,123,12759
2010,30,7,5,81,128,14306
2008,4,0,7,86,129,12129
2002,26,0,7,88,122,13504
2013,34,3,5,90,128,14484
2010,37,2,9,88,124,15328
2009,10,3,7,80,128,13656
2016,9,4,6,84,128,13327
2007,9,9,3,81,127,13546
2016,5,10,1,83,124,13449
2004,0,4,8,86,128,12630
2003,11,4,3,82,125,12783
2011,20,4,5,81,122,13468
2002,5,8,4,89,125,13129
2006,1,9,5,81,130,14442
2000,15,7,9,90,130,14197
2001,25,5,7,90,127,14241
2012,5,7,7,80,127,13080
2001,31,2,1,87,120,13458
2004,14,5,4,86,120,13798
2003,32,0,5,89,130,13159
2002,4,1,7,85,128,12290
2009,36,10,10,84,130,16110
2016,32,1,2,87,128,13758
2010,29,0,6,85,122,12816
2007,13,3,9,89,122,12746
2010,30,9,4,83,121,15037
2001,25,1,2,84,130,13658
2016,14,10,3,83,126,14145
2011,31,0,10,82,124,14433
2003,38,3,0,86,121,14107
2011,4,1,10,83,122,11937
2013,6,6,1,82,123,13849
2010,3,6,7,84,120,13920
2013,37,8,7,84,128,15876
2017,37,10,4,89,121,16294
2000,28,2,5,82,130,13201
2013,12,10,7,89,120,14491
2013,10,5,5,89,121,12990
2015,7,5,2,88,123,13381
2018,30,3,2,88,123,13741
2004,36,7,10,86,121,16024
2003,24,4,8,89,127,14650
2012,15,5,6,80,121,13331
2003,24,0,8,84,127,13683
2007,31,0,0,84,127,13940
2018,0,1,4,88,121,12864
2016,8,0,3,82,127,12814
2010,5,2,5,80,128,12813
2013,7,0,0,83,123,12095
2013,36,0,5,84,121,13856
2007,11,4,10,82,127,13794
2005,11,4,3,89,124,13326
2014,25,9,1,90,125,15103
2015,19,8,0,85,127,14833
2011,20,9,3,86,129,15127
2016,16,3,9,82,130,13446
2001,9,1,0,84,127,11575
2010,23,4,5,85,127,13820
2008,18,1,0,83,120,12097
2015,34,4,8,86,130,14464
2018,9,3,10,83,130,12706
2010,8,3,9,80,123,12653
2008,19,10,8,88,128,15025
2007,33,10,2,88,130,15081
2005,2,8,2,89,122,13456
2000,1,5,10,80,121,13373
2016,26,5,9,81,126,14686
2004,30,6,6,89,124,14508
2006,7,3,10,81,121,12518
2010,7,0,6,83,126,11893
2002,19,7,1,90,121,13839
2013,28,3,3,84,120,13325
2004,16,1,2,85,128,12884
2008,13,7,9,89,122,14473
2007,6,3,4,86,124,13241
2009,11,0,4,83,125,12808
2015,34,8,3,80,122,15869
2018,31,9,7,82,120,14917
2017,3,0,8,85,125,12046
2010,38,3,2,83,123,14112
2017,12,4,3,83,126,13283
2015,5,9,9,81,121,14859
2001,29,6,5,88,128,14258
2013,14,8,10,86,123,14421
2001,3,3,4,82,127,12497
2011,28,9,8,89,120,14862
2014,32,5,0,87,128,14094
2001,25,9,10,83,122,15058
2008,29,7,10,83,130,14994
2017,0,7,8,87,126,13700
2010,28,5,9,80,127,14801
2017,25,6,3,81,123,13761
2002,1,1,0,88,130,12149
2017,14,7,9,84,128,13816
2010,4,4,4,83,127,12653
2013,34,3,1,88,123,14120
2002,0,5,8,86,125,13064
2014,3,0,4,89,123,12092
2006,28,5,8,84,125,14362
2012,7,2,1,82,120,12522
2011,36,1,9,82,122,14494
2010,24,4,8,85,124,14522
2008,14,7,2,84,130,13306
2012,4,7,1,81,121,12725
2003,28,6,5,86,130,15076
2015,16,4,5,89,124,13323
2010,1,2,2,82,123,12297
2018,3,7,5,89,122,13857
2009,7,7,6,85,128,13232
2000,33,8,1,87,123,15272
2005,21,7,3,81,122,14030
2001,21,2,3,81,126,12484
2006,15,1,2,85,130,13234
2011,15,4,1,81,126,13026
2016,37,3,2,82,123,14422
2007,6,1,4,88,126,12602
2001,3,8,5,90,128,13900
2012,10,7,8,90,120,14440
2016,19,3,2,81,129,13244
2014,9,10,0,81,122,14756
2009,15,6,5,87,120,13128
2008,36,6,3,80,120,15193
2000,12,5,2,84,121,12704
2005,8,8,10,88,126,14041
2007,5,6,0,82,122,13356
2016,38,7,8,80,122,16017
2007,12,4,2,80,127,13047
2008,16,0,4,84,121,12885
2009,0,3,9,83,127,13485
2002,16,10,9,87,120,14962
2017,4,0,4,87,123,11492
2002,21,9,2,90,120,13927
2018,27,0,4,80,125,13356
2002,4,10,6,85,126,13624
2009,12,1,1,82,123,12632
2009,37,2,10,80,128,14852
2011,9,3,0,82,124,13140
2003,16,3,7,80,130,13649
2008,25,2,6,84,121,13416
2006,28,5,1,83,130,13531
2003,9,0,1,84,124,11921
2015,32,5,8,90,127,14886
2001,37,10,1,87,126,15830
2008,6,2,10,86,125,12591
2008,15,5,5,89,123,13065
2000,38,2,1,86,126,14847
2010,28,9,5,87,126,15487
2002,9,3,6,86,124,12533
2006,38,5,1,84,125,14852
2001,33,2,1,86,122,14510
2000,24,0,7,80,123,12946
2004,22,6,0,90,129,14311
2005,5,0,0,84,125,12011
2006,24,2,8,89,122,12965
2006,27,0,5,89,123,13506
2015,31,8,10,83,128,14885
2009,4,8,10,84,121,13768
2009,10,3,0,83,122,12783
2004,7,9,3,82,129,13353
2005,22,10,3,87,126,14669
2011,36,4,7,81,130,14419
2015,15,6,7,84,125,13397
2012,1,9,1,87,124,13890
2011,22,3,10,90,120,14043
2005,27,4,7,84,127,14666
2014,31,9,8,88,130,15411
2008,5,4,6,90,121,12646
2012,34,3,5,85,125,14689
2008,11,2,4,82,129,12342
2008,15,1,6,85,130,12184
2001,18,4,9,84,121,13264
2005,19,5,5,84,129,13518
2012,6,10,1,80,129,14353
2015,32,8,5,80,124,15686
2017,37,5,5,81,129,15651
2008,25,8,7,82,124,14606
2005,33,6,5,84,123,15180
2002,13,9,6,85,129,14366
2007,36,4,6,90,122,15231
2004,16,7,10,89,123,13642
2015,0,6,8,87,123,13334
2015,20,9,2,85,126,14950
2008,21,4,3,85,120,13421
2003,17,8,5,87,120,14004
2015,6,6,10,84,122,14187
2004,30,0,8,80,127,13848
2006,31,9,2,81,130,15666
2008,35,7,8,88,128,15526
2012,10,9,9,83,128,14302
2008,33,2,0,80,125,13222
2014,28,2,0,84,130,13535
2015,15,0,5,88,124,11949
2002,18,9,2,87,122,14130
2005,19,0,7,82,125,12309
2000,28,0,0,88,126,13059
2015,10,8,9,82,127,14089
2012,17,3,3,86,121,13147
2004,2,6,1,89,121,13220
2001,2,2,2,87,122,11788
2003,21,1,9,87,127,13886
2015,31,2,1,88,122,13292
2002,33,6,5,89,124,14313
2004,13,8,7,81,128,13932
2009,35,10,0,89,129,15288
2002,28,6,10,84,124,14647
2016,11,0,0,86,129,12554
2012,10,9,9,86,130,14076
2014,6,1,0,83,120,12505
2004,24,0,7,80,128,13750
2001,11,10,1,90,123,14742
2003,36,5,10,80,125,14579
2017,27,9,0,85,124,14421
2004,38,8,9,80,130,16645
2003,35,9,7,82,125,15710
2017,35,7,2,88,123,15747
2017,35,3,2,82,128,14149
2008,38,5,4,90,129,15316
2014,35,2,0,83,124,13811
2007,31,0,8,81,130,13838
2013,12,4,9,90,129,12984
2007,36,0,4,84,129,14198
2001,16,1,3,80,124,12619
2003,1,1,6,81,127,12150
2006,36,2,0,85,122,13481
2011,21,6,6,82,123,14386
2015,37,4,10,89,125,14692
2002,18,6,0,87,128,13293
2007,12,7,8,84,128,14510
2009,35,6,7,86,129,14885
2007,15,3,4,87,124,12715
2011,7,6,6,85,125,13768
2018,30,0,10,87,129,14064
2014,24,4,2,87,121,13858
2009,33,4,9,80,126,15355
2015,13,2,7,81,124,12830
2016,12,2,10,88,128,13252
2015,27,10,4,88,127,15366
2010,22,2,7,89,125,13328
2001,34,10,3,84,121,15998
2003,17,5,9,86,125,13966
2016,34,2,2,80,126,14461
2016,26,9,4,85,128,14820
2011,25,3,10,80,130,14118
2018,23,6,8,80,129,14668
2013,19,10,7,81,128,15217
2006,10,7,4,90,121,14090
2017,5,0,1,87,123,12377
2016,11,9,7,80,122,13960
2000,12,1,6,85,128,12124
2017,22,3,5,87,127,13847
2004,25,3,5,84,121,13173
2009,16,3,2,88,125,13693
2008,19,6,2,88,122,14205
2014,15,10,4,88,120,14980
2015,0,8,7,82,123,14317
2001,30,2,9,84,121,14526
2012,2,8,1,85,124,12928
2017,11,7,5,84,126,13728
2013,17,0,2,85,125,12762
2000,37,6,3,88,125,15690
2005,19,8,4,88,125,14483
2010,23,10,2,83,124,14927
2001,35,9,7,81,126,16204
2016,32,7,8,84,122,15383
2008,7,6,0,84,129,12840
2012,17,6,7,86,120,13968
2017,30,7,6,83,128,15661
2010,30,4,7,88,128,14060
2018,18,7,8,84,127,14847
2006,32,0,3,85,120,13376
2015,29,2,9,89,122,13919
2002,28,10,10,90,121,15651
2011,24,10,8,80,124,15660
2006,29,7,3,85,125,15246
2006,1,2,0,88,127,11851
2011,29,5,2,80,128,14537
2002,17,9,4,87,129,14720
2009,30,0,4,87,123,13812
2007,11,7,4,88,129,13538
2017,16,7,8,82,124,14207
2001,5,1,7,80,120,12368
2013,13,3,8,87,120,12579
2012,37,10,3,88,122,16597
2016,30,0,10,89,129,13434
2016,20,8,1,90,120,14679
2012,10,9,7,82,129,14580
2009,38,2,1,90,124,14270
2014,29,10,2,83,121,15981
2000,4,0,0,80,130,12471
2016,24,5,3,82,125,13998
2014,33,6,4,85,127,15328
2018,26,6,3,81,120,14070
2018,29,8,0,83,120,14829
2001,27,1,1,85,121,13199
2000,14,9,3,82,120,13808
2001,1,9,5,89,121,13651
2017,37,3,2,84,126,14580
2016,20,7,1,84,121,14692
2008,13,9,0,85,124,14068
2006,19,0,8,86,123,12499
2014,11,10,1,88,126,14688
2011,17,3,10,82,125,13746
2014,24,1,3,87,121,12663
2017,14,3,8,80,128,13662
2006,30,8,6,81,128,15685
2011,24,6,4,87,124,13623
2007,36,3,6,81,125,14114
2001,34,5,0,88,125,15067
2015,23,8,9,87,124,15264
2009,25,1,4,88,129,13812
2016,29,9,1,84,126,15503
2012,32,1,5,84,130,14514
2009,9,3,6,87,122,12436
2016,30,4,10,83,128,14593
2004,2,6,2,82,130,13537
2001,37,9,6,89,129,15887
2012,38,1,2,80,122,14827
2004,12,0,9,84,120,12043
2003,23,3,10,85,129,13965
2013,13,7,6,85,122,13572
2015,20,7,3,90,125,14587
2011,4,8,8,85,127,14472
2005,23,5,8,86,129,14422
2007,4,5,4,84,122,12824
2007,35,4,0,87,126,14220
2011,3,7,10,81,127,14438
2014,15,4,5,90,124,13652
2013,23,3,10,88,125,13504
2007,34,4,5,89,128,15160
2006,35,7,10,89,125,15100
2009,12,1,2,81,123,12677
2005,9,7,0,87,122,13460
2018,32,1,3,89,122,14046
2002,29,4,7,87,126,13927
2008,11,7,7,85,127,13667
2012,36,2,9,82,124,14965
2010,22,6,5,89,127,14575
2011,34,2,7,81,128,14954
2004,13,9,8,90,120,14073
2002,34,4,4,84,126,14922
2016,1,7,1,83,122,12817
2008,4,1,0,88,124,12214
2018,27,6,1,80,129,14842
2011,2,8,4,83,122,14312
2015,33,4,5,89,124,13958
2010,0,4,7,80,126,13451
2007,2,9,0,84,126,13455
2006,15,3,0,80,122,13472
2000,8,6,2,87,123,12915
2017,28,4,2,87,124,14169
2004,24,9,9,82,124,14962
2014,29,9,5,86,126,15955
2007,21,1,5,87,121,13169
2000,37,6,0,89,120,15643
2013,15,8,9,85,124,13788
2005,15,1,7,89,130,12869
2005,36,6,7,80,122,15641
2000,6,3,9,83,127,13206
2003,23,0,3,83,121,12952
2015,17,7,6,85,130,14701
2001,33,5,6,90,120,14256
2008,28,3,5,83,128,14070
2014,30,0,4,82,128,13966
2009,8,0,0,88,130,12172
2017,3,3,5,80,124,13230
2003,10,7,6,89,129,13962
2009,0,10,2,82,125,13350
2005,12,5,9,80,122,13442
2007,10,4,2,87,124,13363
2014,27,5,1,89,126,13884
2014,22,9,1,85,126,14007
2009,10,6,4,84,121,13988
2011,12,9,4,89,124,14638
2018,17,10,5,81,129,15417
2010,26,1,4,90,121,13852
2007,17,6,3,90,125,13539
2016,7,10,0,85,129,14757
2017,6,10,5,90,125,14102
2010,37,3,5,81,128,14313
2018,9,1,9,90,127,12770
